DATESTR,DATENUM,TYPE,DEPENDENCE,LON,LAT,DEP,LOCSRC,PREFMW,PREFMWSRC,PREFMS,PREFMSSRC,PREFmb,PREFmbSRC,PREFML,PREFMLSRC,MLREGION,REVML,MX_ORIGML,MX_TYPE,MX_REVML,MX_REVMLTYPE,MX_REVMLSRC,MS2MW,mb2MW,ML2MW,PREFMW,PREFMWSRC,COMM
1960-08-01 06:00:42,716089.2505,local,1,148.96,-34.62,0,CAN,NaN,,NaN,,NaN,,2.5,CAN,SEA,2.38,2.50,ML,2.38,REV_ML,REV_ML,NaN,NaN,2.77,2.77,ML2MW,"Pudman Creek; NSW"
1960-08-06 22:11:39,716094.9248,local,1,149.08,-34.71,0,CAN,NaN,,NaN,,NaN,,2.5,CAN,SEA,2.41,2.50,ML,2.41,REV_ML,REV_ML,NaN,NaN,2.79,2.79,ML2MW,"Dalton; NSW"
1960-08-08 22:27:00,716096.9354,local,1,148.6,-33.7,0,CAN,NaN,,NaN,,NaN,,3,CAN,SEA,2.88,3.00,ML,2.88,REV_ML,REV_ML,NaN,NaN,3.12,3.12,ML2MW,"N of Cowra; NSW"
1960-08-09 04:48:34,716097.2004,local,1,149.12,-35.77,0,CAN,NaN,,NaN,,NaN,,2.8,CAN,SEA,2.61,2.80,ML,2.61,REV_ML,REV_ML,NaN,NaN,2.93,2.93,ML2MW,"Michelago; NSW"
1960-08-09 04:52:43,716097.2033,local,1,150.7,-32,0,CAN,NaN,,NaN,,NaN,,3,CAN,SEA,2.89,3.00,ML,2.89,REV_ML,REV_ML,NaN,NaN,3.13,3.13,ML2MW,"Scone; NSW"
1960-08-14 12:09:50,716102.5068,local,0,149.19,-34.76,1,CAN,NaN,,NaN,,NaN,,2.8,CAN,SEA,2.69,2.80,ML,2.69,REV_ML,REV_ML,NaN,NaN,2.99,2.99,ML2MW,"Dalton; NSW"
1960-08-14 13:09:00,716102.5479,local,2,149.19,-34.76,0,CAN,NaN,,NaN,,NaN,,3,CAN,SEA,2.89,3.00,ML,2.89,REV_ML,REV_ML,NaN,NaN,3.13,3.13,ML2MW,"Dalton; NSW"
1960-08-18 15:04:48,716106.6283,local,1,136.15,-33.8,0,ADE,NaN,,NaN,,0,AUST,4.3,AUST,WA,4.00,4.30,ML,4.00,REV_ML,REV_ML,NaN,-1.18,3.98,3.98,ML2MW,"Ungarra; SA"
1960-08-30 21:23:10,716118.8911,local,1,136,-34,0,ADE,NaN,,NaN,,0,AUST,4.3,AUST,WA,4.00,4.30,ML,4.00,REV_ML,REV_ML,NaN,-1.18,3.99,3.99,ML2MW,"Ungarra; SA"
1960-08-31 02:14:50,716119.0936,local,1,135.87,-34.211,0,ADE,NaN,,NaN,,0,AUST,4.4,AUST,WA,4.11,4.40,ML,4.11,REV_ML,REV_ML,NaN,-1.18,4.07,4.07,ML2MW,"17 km WSW of Ungarra; SA"
1960-09-01 00:57:12,716120.0397,local,1,147.1,-33.8,0,CAN,NaN,,NaN,,NaN,,3.5,CAN,SEA,3.12,3.50,ML,3.12,REV_ML,REV_ML,NaN,NaN,3.30,3.30,ML2MW,"West Wyalong; NSW"
1960-09-06 02:58:02,716125.1236,local,1,150.91,-34.39,0,CAN,NaN,,NaN,,NaN,,3.5,CAN,SEA,3.44,3.50,ML,3.44,REV_ML,REV_ML,NaN,NaN,3.54,3.54,ML2MW,"Wollongong; NSW"
1960-09-29 12:56:51,716148.5395,local,2,149.1,-34.73,0,CAN,NaN,,NaN,,NaN,,2.5,CAN,SEA,2.41,2.50,ML,2.41,REV_ML,REV_ML,NaN,NaN,2.79,2.79,ML2MW,"Dalton; NSW"
1960-09-29 12:58:00,716148.5403,local,0,149.1,-34.73,0,CAN,NaN,,NaN,,NaN,,2.5,CAN,SEA,2.41,2.50,ML,2.41,REV_ML,REV_ML,NaN,NaN,2.79,2.79,ML2MW,"Dalton; NSW"
1960-09-29 16:11:26,716148.6746,local,1,145.4,-17.8,0,BRS,NaN,,NaN,,NaN,,3.5,BRS,SEA,2.68,3.50,ML,2.68,REV_ML,REV_ML,NaN,NaN,2.98,2.98,ML2MW,"Tully Gorge; Qld"
1960-09-30 08:41:00,716149.3618,local,0,149.1,-34.73,0,CAN,NaN,,NaN,,NaN,,2.5,CAN,SEA,2.41,2.50,ML,2.41,REV_ML,REV_ML,NaN,NaN,2.79,2.79,ML2MW,"Dalton; NSW"
1960-10-05 03:58:34,716154.1657,local,0,149.17,-34.76,0,CAN,NaN,,NaN,,NaN,,2.5,CAN,SEA,2.39,2.50,ML,2.39,REV_ML,REV_ML,NaN,NaN,2.78,2.78,ML2MW,"Dalton; NSW"
1960-10-16 19:55:06,716165.8299,local,1,149.2,-35.38,0,CAN,NaN,,NaN,,NaN,,2.8,CAN,SEA,2.61,2.80,ML,2.61,REV_ML,REV_ML,NaN,NaN,2.93,2.93,ML2MW,"Queanbeyan; NSW"
1960-10-19 11:37:06,716168.4841,local,2,149.5,-21.2,5,BRS,NaN,,NaN,,4.7,AUST,4.5,AUST,SEA,3.67,4.50,ML,3.67,REV_ML,REV_ML,NaN,4.47,3.72,3.72,ML2MW,"Mackay; Qld"
1960-10-19 11:58:50,716168.4992,local,0,149.7,-21.3,NaN,BRS,NaN,,NaN,,NaN,,3.5,BRS,SEA,2.75,3.50,ML,2.75,REV_ML,REV_ML,NaN,NaN,3.03,3.03,ML2MW,"Mackay; Qld"
1960-10-19 12:12:04,716168.5084,local,0,149.4,-21.3,5,BRS,NaN,,NaN,,NaN,,2.8,BRS,SEA,1.97,2.80,ML,1.97,REV_ML,REV_ML,NaN,NaN,2.50,2.50,ML2MW,"Mackay; Qld"
1960-10-20 20:22:04,716169.8487,local,1,146.45,-38.56,8,CAN,NaN,,NaN,,0,AUST,4,AUST,SEA,3.97,4.00,ML,3.97,REV_ML,REV_ML,NaN,-1.18,3.96,3.96,ML2MW,"English Corner; Vic"
1960-10-21 14:47:57,716170.6166,local,1,146.5,-38.9,0,CAN,NaN,,NaN,,NaN,,3.9,CAN,SEA,3.88,3.90,ML,3.88,REV_ML,REV_ML,NaN,NaN,3.89,3.89,ML2MW,"Wilsons Promontory; Vic"
1960-10-23 02:50:03,716172.1181,local,1,149.18,-34.76,0,CAN,NaN,,NaN,,NaN,,2.8,CAN,SEA,2.69,2.80,ML,2.69,REV_ML,REV_ML,NaN,NaN,2.99,2.99,ML2MW,"Dalton; NSW"
1960-10-26 01:54:00,716175.0792,local,1,148.82,-33.97,0,CAN,NaN,,NaN,,NaN,,2.5,CAN,SEA,2.36,2.50,ML,2.36,REV_ML,REV_ML,NaN,NaN,2.76,2.76,ML2MW,"Wyangala; NSW"
1960-10-29 05:20:00,716178.2222,local,1,147.97,-34.82,0,CAN,NaN,,NaN,,NaN,,2.5,CAN,SEA,2.18,2.50,ML,2.18,REV_ML,REV_ML,NaN,NaN,2.64,2.64,ML2MW,"S of Cootamundra; NSW"
1960-11-05 06:31:15,716185.2717,local,2,148.3,-37.12,14,CAN,NaN,,NaN,,NaN,,2.5,CAN,SEA,2.26,2.50,ML,2.26,REV_ML,REV_ML,NaN,NaN,2.69,2.69,ML2MW,"Deddick; Vic"
1960-11-08 20:01:37,716188.8345,local,2,148.25,-34.56,5,CAN,NaN,,NaN,,NaN,,3,CAN,SEA,2.80,3.00,ML,2.80,REV_ML,REV_ML,NaN,NaN,3.06,3.06,ML2MW,"Murrumburrah; NSW"
1960-11-08 21:32:00,716188.8972,local,0,148.23,-34.56,0,CAN,NaN,,NaN,,NaN,,2.5,CAN,SEA,2.30,2.50,ML,2.30,REV_ML,REV_ML,NaN,NaN,2.72,2.72,ML2MW,"Murrumburrah; NSW"
1960-11-12 23:03:08,716192.9605,local,1,135.5,-34.6,10,ADE,NaN,,NaN,,0,AUST,4.4,AUST,WA,4.07,4.40,ML,4.07,REV_ML,REV_ML,NaN,-1.18,4.04,4.04,ML2MW,"Cummins; SA"
1960-11-14 22:46:17,716194.9488,local,2,116.9,-31.3,NaN,MGO,NaN,,NaN,,NaN,,2.9,MGO,WA,2.92,2.90,ML,2.92,REV_ML,REV_ML,NaN,NaN,3.15,3.15,ML2MW,"Goomalling; WA"
1960-11-17 05:00:17,716197.2085,local,1,152.83,-27.33,15,BRS,NaN,,NaN,,0,AUST,4.4,AUST,SEA,3.62,4.40,ML,3.62,REV_ML,REV_ML,NaN,-1.18,3.68,3.68,ML2MW,"Mt Glorious; Qld"
1960-11-18 07:13:55,716198.3013,local,1,149.11,-34.63,0,CAN,NaN,,NaN,,NaN,,2.8,CAN,SEA,2.69,2.80,ML,2.69,REV_ML,REV_ML,NaN,NaN,2.99,2.99,ML2MW,"Dalton; NSW"
1960-12-09 06:58:00,716219.2903,local,2,151.5,-33.5,0,CAN,NaN,,NaN,,NaN,,3.8,CAN,SEA,3.34,3.80,ML,3.34,REV_ML,REV_ML,NaN,NaN,3.46,3.46,ML2MW,"Off Terrigal; NSW"
1960-12-09 07:06:00,716219.2958,local,0,151.83,-33.75,0,CAN,NaN,,NaN,,NaN,,3.5,CAN,SEA,3.41,3.50,ML,3.41,REV_ML,REV_ML,NaN,NaN,3.52,3.52,ML2MW,"Off Sydney; NSW"
1960-12-16 00:07:00,716226.0049,local,1,151.67,-34.43,0,CAN,NaN,,NaN,,NaN,,3.5,CAN,SEA,3.47,3.50,ML,3.47,REV_ML,REV_ML,NaN,NaN,3.57,3.57,ML2MW,"Off Wollongong; NSW"
1960-12-23 09:39:52,716233.4027,local,1,148.28,-37.75,22,CAN,NaN,,NaN,,NaN,,3,CAN,SEA,3.00,3.00,ML,3.00,REV_ML,REV_ML,NaN,NaN,3.21,3.21,ML2MW,"Orbost; Vic"
1960-12-24 16:42:10,716234.696,local,1,143.59,-38.88,0,ADE,NaN,,NaN,,NaN,,5.3,ADE,SEA,4.75,5.30,ML,4.75,REV_ML,REV_ML,NaN,NaN,4.61,4.61,ML2MW,"Cape Otway; Vic"
1961-01-02 05:14:56,716243.2187,local,1,148.33,-34.55,5,CAN,NaN,,NaN,,NaN,,2.8,CAN,SEA,2.72,2.80,ML,2.72,REV_ML,REV_ML,NaN,NaN,3.01,3.01,ML2MW,"Murrumburrah; NSW"
1961-01-06 13:44:24,716247.5725,local,1,148.09,-34.54,0,CAN,NaN,,NaN,,NaN,,2.5,CAN,SEA,2.45,2.50,ML,2.45,REV_ML,REV_ML,NaN,NaN,2.82,2.82,ML2MW,"Cootamundra; NSW"
1961-01-08 21:07:30,716249.8802,local,0,149.19,-34.77,0,CAN,NaN,,NaN,,NaN,,2.5,CAN,SEA,2.51,2.50,ML,2.51,REV_ML,REV_ML,NaN,NaN,2.86,2.86,ML2MW,"Gunning; NSW"
1961-01-15 07:39:46,716256.3193,local,1,149.38,-34.93,2,CAN,NaN,,NaN,,NaN,,2.5,CAN,SEA,2.45,2.50,ML,2.45,REV_ML,REV_ML,NaN,NaN,2.82,2.82,ML2MW,"Lake George; NSW"
1961-01-15 20:40:51,716256.8617,local,1,148.47,-36.24,5,CAN,NaN,,NaN,,NaN,,2.5,CAN,SEA,2.08,2.50,ML,2.08,REV_ML,REV_ML,NaN,NaN,2.58,2.58,ML2MW,"Island Bend; NSW"
1961-01-16 16:21:48,716257.6818,local,1,149.18,-36.26,5,CAN,NaN,,NaN,,NaN,,2.5,CAN,SEA,2.21,2.50,ML,2.21,REV_ML,REV_ML,NaN,NaN,2.66,2.66,ML2MW,"Cooma; NSW"
1961-01-20 03:55:03,716261.1632,local,1,149.06,-35.07,2,CAN,NaN,,NaN,,NaN,,2.5,CAN,SEA,2.45,2.50,ML,2.45,REV_ML,REV_ML,NaN,NaN,2.82,2.82,ML2MW,"Murrumbateman; NSW"
1961-01-22 14:43:55,716263.6138,local,2,155.5,-39.5,0,CAN,NaN,,NaN,,NaN,,4,CAN,Other,NaN,4.00,ML,4.00,ML,CAN,NaN,NaN,3.98,3.98,ML2MW,"Tasman Sea"
1961-01-22 18:39:45,716263.7776,local,0,155.5,-40,0,CAN,NaN,,NaN,,NaN,,4,CAN,Other,NaN,4.00,ML,4.00,ML,CAN,NaN,NaN,3.98,3.98,ML2MW,"Tasman Sea"
1961-01-29 05:54:00,716270.2458,local,1,147.5,-33,0,CAN,NaN,,NaN,,NaN,,4,AUST,SEA,3.57,4.00,ML,3.57,REV_ML,REV_ML,NaN,NaN,3.64,3.64,ML2MW,"Black Range; NSW"
1961-02-03 14:37:45,716275.6095,local,1,148.5,-40,0,CAN,NaN,,NaN,,0,AUST,4,AUST,SEA,3.64,4.00,ML,3.64,REV_ML,REV_ML,NaN,-1.18,3.70,3.70,ML2MW,"E of Flinders Island; Tasman Sea"
1961-02-08 18:56:45,716280.7894,local,1,149.32,-35.24,14,CAN,NaN,,NaN,,NaN,,3.5,AUST,SEA,3.48,3.50,ML,3.48,REV_ML,REV_ML,NaN,NaN,3.57,3.57,ML2MW,"SW of Lake George; NSW"
1961-02-13 19:23:19,716285.8079,local,1,149,-33.9,0,CAN,NaN,,NaN,,NaN,,3.5,AUST,SEA,3.46,3.50,ML,3.46,REV_ML,REV_ML,NaN,NaN,3.55,3.55,ML2MW,"Wyangala Reservoir; NSW"
1961-02-21 19:55:00,716293.8299,local,1,148.42,-34.38,0,CAN,NaN,,NaN,,NaN,,3,CAN,SEA,2.88,3.00,ML,2.88,REV_ML,REV_ML,NaN,NaN,3.12,3.12,ML2MW,"SE of Young; NSW"
1961-02-27 16:28:50,716299.6867,local,1,144,-16.5,10,BRS,NaN,,NaN,,NaN,,3.7,AUST,WA,3.10,3.70,ML,3.10,REV_ML,REV_ML,NaN,NaN,3.28,3.28,ML2MW,"SW of Laura; Qld"
1961-03-02 22:27:49,716302.936,local,1,148.94,-34.63,0,CAN,NaN,,NaN,,NaN,,2.5,CAN,SEA,2.46,2.50,ML,2.46,REV_ML,REV_ML,NaN,NaN,2.83,2.83,ML2MW,"Rye Park; NSW"
1961-03-09 05:17:00,716309.2201,local,1,149.3,-32.7,0,CAN,NaN,,NaN,,NaN,,2.8,CAN,SEA,2.70,2.80,ML,2.70,REV_ML,REV_ML,NaN,NaN,3.00,3.00,ML2MW,"E of Lake Burrendong; NSW"
1961-03-09 08:11:00,716309.341,local,1,150.53,-35.97,0,CAN,NaN,,NaN,,NaN,,2.5,CAN,SEA,2.46,2.50,ML,2.46,REV_ML,REV_ML,NaN,NaN,2.83,2.83,ML2MW,"Off Batemans Bay; NSW"
1961-03-19 18:10:41,716319.7574,local,1,149.33,-36.09,22,CAN,NaN,,NaN,,NaN,,2.5,CAN,SEA,2.26,2.50,ML,2.26,REV_ML,REV_ML,NaN,NaN,2.69,2.69,ML2MW,"SE of Bredbo; NSW"
1961-03-31 02:00:17,716331.0835,local,2,148.79,-34.09,0,CAN,NaN,,NaN,,NaN,,3.3,CAN,SEA,3.18,3.30,ML,3.18,REV_ML,REV_ML,NaN,NaN,3.34,3.34,ML2MW,"Reids Flat; NSW"
1961-03-31 02:05:28,716331.0871,local,0,148.75,-34.13,0,CAN,NaN,,NaN,,NaN,,2.8,CAN,SEA,2.69,2.80,ML,2.69,REV_ML,REV_ML,NaN,NaN,2.99,2.99,ML2MW,"Reids Flat; NSW"
1961-03-31 18:07:05,716331.7549,local,0,148.82,-34.15,3,CAN,NaN,,NaN,,NaN,,2.8,CAN,SEA,2.67,2.80,ML,2.67,REV_ML,REV_ML,NaN,NaN,2.97,2.97,ML2MW,"Reids Flat; NSW"
1961-03-31 19:23:24,716331.8079,local,0,148.74,-34.07,20,CAN,NaN,,NaN,,NaN,,3,CAN,SEA,2.89,3.00,ML,2.89,REV_ML,REV_ML,NaN,NaN,3.13,3.13,ML2MW,"Reids Flat; NSW"
1961-04-10 14:10:32,716341.5907,local,1,144.05,-37.14,0,CAN,NaN,,NaN,,0,AUST,4,AUST,SEA,3.97,4.00,ML,3.97,REV_ML,REV_ML,NaN,-1.18,3.96,3.96,ML2MW,"S of Maldon; Vic"
1961-04-11 00:35:23,716342.0246,local,1,146.47,-38.28,46,CAN,NaN,,NaN,,0,AUST,4,AUST,SEA,4.05,4.00,ML,4.05,REV_ML,REV_ML,NaN,-1.18,4.03,4.03,ML2MW,"S of Traralgon; Vic"
1961-04-12 12:58:53,716343.5409,local,1,148.87,-34.26,0,CAN,NaN,,NaN,,NaN,,2.5,CAN,SEA,2.41,2.50,ML,2.41,REV_ML,REV_ML,NaN,NaN,2.79,2.79,ML2MW,"Frogmore; NSW"
1961-04-12 22:16:48,716343.9283,local,1,149.28,-34.67,12,CAN,NaN,,NaN,,NaN,,2.5,CAN,SEA,2.46,2.50,ML,2.46,REV_ML,REV_ML,NaN,NaN,2.83,2.83,ML2MW,"Dalton; NSW"
1961-04-15 06:40:10,716346.2779,local,1,146.5,-36.25,0,CAN,NaN,,NaN,,NaN,,2.5,CAN,SEA,2.41,2.50,ML,2.41,REV_ML,REV_ML,NaN,NaN,2.79,2.79,ML2MW,"Springhurst; Vic"
1961-04-28 13:41:52,716359.5708,local,1,148.52,-34.44,0,CAN,NaN,,NaN,,NaN,,2.5,CAN,SEA,2.45,2.50,ML,2.45,REV_ML,REV_ML,NaN,NaN,2.82,2.82,ML2MW,"NE of Murrumburrah; NSW"
1961-05-10 14:40:25,716371.6114,local,0,117.2,-32.3,NaN,MGO,NaN,,NaN,,NaN,,2.5,MGO,WA,2.47,2.50,ML,2.47,REV_ML,REV_ML,NaN,NaN,2.83,2.83,ML2MW,"Brookton; WA"
1961-05-12 11:03:14,716373.4606,local,0,117.2,-32.3,NaN,MGO,NaN,,NaN,,NaN,,3,MGO,WA,2.97,3.00,ML,2.97,REV_ML,REV_ML,NaN,NaN,3.19,3.19,ML2MW,"Brookton; WA"
1961-05-12 11:35:43,716373.4831,local,1,148.55,-36.33,7,CAN,NaN,,NaN,,NaN,,2.5,CAN,SEA,2.09,2.50,ML,2.09,REV_ML,REV_ML,NaN,NaN,2.58,2.58,ML2MW,"Lake Jindabyne; NSW"
1961-05-12 11:44:56,716373.4895,local,2,117.2,-32.3,NaN,MGO,NaN,,NaN,,NaN,,3.2,MGO,WA,3.17,3.20,ML,3.17,REV_ML,REV_ML,NaN,NaN,3.33,3.33,ML2MW,"Brookton; WA"
1961-05-15 10:43:28,716376.4469,local,1,149.26,-34.78,0,CAN,NaN,,NaN,,NaN,,2.5,CAN,SEA,2.51,2.50,ML,2.51,REV_ML,REV_ML,NaN,NaN,2.86,2.86,ML2MW,"Dalton; NSW"
1961-05-15 14:10:40,716376.5907,local,0,117.2,-32.3,NaN,MGO,NaN,,NaN,,NaN,,3.2,MGO,WA,3.17,3.20,ML,3.17,REV_ML,REV_ML,NaN,NaN,3.33,3.33,ML2MW,"Brookton; WA"
1961-05-16 06:52:47,716377.2867,local,1,147.27,-30.85,0,BMR,NaN,,NaN,,NaN,,4.8,BMR,SEA,4.24,4.80,ML,4.24,REV_ML,REV_ML,NaN,NaN,4.18,4.18,ML2MW,"W of Coonamble; NSW"
1961-05-18 08:56:37,716379.3727,local,1,117.3,-34.2,NaN,MGO,NaN,,NaN,,NaN,,3.3,AUST,WA,3.04,3.30,ML,3.04,REV_ML,REV_ML,NaN,NaN,3.24,3.24,ML2MW,"Cranbrook; WA"
1961-05-21 21:40:02,716382.9028,local,2,150.606,-34.564,18.81,MEL,NaN,,NaN,,5.8,AUST,5.6,AUST,SEA,4.95,5.60,ML,4.95,REV_ML,REV_ML,NaN,5.79,4.79,4.79,ML2MW,"Robertson; NSW"
1961-05-21 22:56:14,716382.9557,local,0,150.55,-34.58,7,CAN,NaN,,NaN,,NaN,,2.5,CAN,SEA,2.50,2.50,ML,2.50,REV_ML,REV_ML,NaN,NaN,2.86,2.86,ML2MW,"Robertson; NSW"
1961-05-21 23:17:09,716382.9702,local,0,150.51,-34.55,18,CAN,NaN,,NaN,,NaN,,2.8,CAN,SEA,2.81,2.80,ML,2.81,REV_ML,REV_ML,NaN,NaN,3.07,3.07,ML2MW,"Robertson; NSW"
1961-05-22 04:32:31,716383.1893,local,0,150.51,-34.58,17,CAN,NaN,,NaN,,NaN,,2.5,CAN,SEA,2.52,2.50,ML,2.52,REV_ML,REV_ML,NaN,NaN,2.87,2.87,ML2MW,"Robertson; NSW"
1961-05-29 15:43:35,716390.6553,local,0,150.54,-34.59,7,CAN,NaN,,NaN,,NaN,,2.5,CAN,SEA,2.51,2.50,ML,2.51,REV_ML,REV_ML,NaN,NaN,2.87,2.87,ML2MW,"Robertson; NSW"
1961-06-01 09:35:35,716393.3997,local,2,144.21,-38.67,0,ADE,NaN,,NaN,,0,AUST,4.1,AUST,SEA,4.09,4.10,ML,4.09,REV_ML,REV_ML,NaN,-1.18,4.05,4.05,ML2MW,"Off Lorne; Vic"
1961-06-01 13:19:50,716393.5554,local,0,144.26,-38.7,0,ADE,NaN,,NaN,,NaN,,3.7,ADE,SEA,3.69,3.70,ML,3.69,REV_ML,REV_ML,NaN,NaN,3.73,3.73,ML2MW,"Off Lorne; Vic"
1961-06-05 00:10:49,716397.0075,local,0,117.2,-32.3,NaN,MGO,NaN,,NaN,,NaN,,2.8,MGO,WA,2.77,2.80,ML,2.77,REV_ML,REV_ML,NaN,NaN,3.04,3.04,ML2MW,"Brookton; WA"
1961-06-05 23:48:05,716397.9917,local,0,117.2,-32.3,NaN,MGO,NaN,,NaN,,NaN,,2.6,MGO,WA,2.57,2.60,ML,2.57,REV_ML,REV_ML,NaN,NaN,2.90,2.90,ML2MW,"Brookton; WA"
1961-06-06 03:11:38,716398.1331,local,0,117.1,-32.3,NaN,MGO,NaN,,NaN,,NaN,,3,MGO,WA,3.03,3.00,ML,3.03,REV_ML,REV_ML,NaN,NaN,3.23,3.23,ML2MW,"Brookton; WA"
1961-06-06 12:22:14,716398.5154,local,0,150.63,-34.6,0,CAN,NaN,,NaN,,NaN,,2.5,CAN,SEA,2.49,2.50,ML,2.49,REV_ML,REV_ML,NaN,NaN,2.85,2.85,ML2MW,"Robertson; NSW"
1961-06-10 15:58:00,716402.6653,local,1,135,-34.5,0,ADE,NaN,,NaN,,NaN,,4.2,AUST,WA,3.77,4.20,ML,3.77,REV_ML,REV_ML,NaN,NaN,3.80,3.80,ML2MW,"Coffin Bay; SA"
1961-06-10 21:16:15,716402.8863,local,0,117.2,-32.3,NaN,MGO,NaN,,NaN,,NaN,,2.7,MGO,WA,2.67,2.70,ML,2.67,REV_ML,REV_ML,NaN,NaN,2.97,2.97,ML2MW,"Brookton; WA"
1961-06-11 12:01:51,716403.5013,local,0,117.2,-32.3,NaN,MGO,NaN,,NaN,,NaN,,2.9,MGO,WA,2.87,2.90,ML,2.87,REV_ML,REV_ML,NaN,NaN,3.11,3.11,ML2MW,"Brookton; WA"
1961-06-12 18:00:51,716404.7506,local,1,114.5,-34.2,18,MGO,NaN,,NaN,,0,AUST,4.1,AUST,WA,3.83,4.10,ML,3.83,REV_ML,REV_ML,NaN,-1.18,3.84,3.84,ML2MW,"W of Cape Leeuwin; WA"
1961-06-12 18:41:43,716404.779,local,1,116.9,-31.6,NaN,MGO,NaN,,NaN,,NaN,,3.3,AUST,WA,3.24,3.30,ML,3.24,REV_ML,REV_ML,NaN,NaN,3.39,3.39,ML2MW,"Meckering; WA"
1961-06-18 16:13:58,716410.6764,local,1,119.3,-20.1,13,MGO,NaN,,4.5,AUST,0,AUST,5.4,AUST,WA,4.47,5.40,ML,4.47,REV_ML,REV_ML,4.86,-1.18,4.37,4.37,ML2MW,"Mt Goldsworthy; WA"
1961-06-23 04:40:03,716415.1945,local,0,117.2,-32.3,NaN,MGO,NaN,,NaN,,NaN,,3,MGO,WA,2.97,3.00,ML,2.97,REV_ML,REV_ML,NaN,NaN,3.19,3.19,ML2MW,"Brookton; WA"
1961-06-23 04:48:07,716415.2001,local,0,117.2,-32.3,NaN,MGO,NaN,,NaN,,NaN,,2.9,MGO,WA,2.87,2.90,ML,2.87,REV_ML,REV_ML,NaN,NaN,3.11,3.11,ML2MW,"Brookton; WA"
1961-06-23 08:16:10,716415.3446,local,1,116.6,-31.2,NaN,MGO,NaN,,NaN,,NaN,,2.6,MGO,WA,2.56,2.60,ML,2.56,REV_ML,REV_ML,NaN,NaN,2.90,2.90,ML2MW,"Calingiri; WA"
1961-06-23 22:57:45,716415.9568,local,0,117.2,-32.3,NaN,MGO,NaN,,NaN,,NaN,,2.6,MGO,WA,2.57,2.60,ML,2.57,REV_ML,REV_ML,NaN,NaN,2.90,2.90,ML2MW,"Brookton; WA"
1961-06-24 08:29:39,716416.3539,local,0,150.47,-34.55,0,CAN,NaN,,NaN,,NaN,,2.8,CAN,SEA,2.81,2.80,ML,2.81,REV_ML,REV_ML,NaN,NaN,3.08,3.08,ML2MW,"Robertson; NSW"
1961-06-24 09:30:37,716416.3963,local,1,145.6,-17.8,10,BRS,NaN,,NaN,,NaN,,2.9,BRS,SEA,2.75,2.90,ML,2.75,REV_ML,REV_ML,NaN,NaN,3.03,3.03,ML2MW,"Atherton Tableland; Qld"
1961-06-25 17:59:18,716417.7495,local,2,117.2,-32.2,18,MGO,NaN,,NaN,,4.1,AUST,4.4,AUST,WA,4.36,4.40,ML,4.36,REV_ML,REV_ML,NaN,3.75,4.28,4.28,ML2MW,"Brookton; WA"
1961-06-25 18:09:08,716417.7563,local,0,117.2,-32.3,NaN,MGO,NaN,,NaN,,NaN,,2.7,MGO,WA,2.67,2.70,ML,2.67,REV_ML,REV_ML,NaN,NaN,2.97,2.97,ML2MW,"Brookton; WA"
1961-06-25 18:24:26,716417.767,local,0,117.2,-32.3,NaN,MGO,NaN,,NaN,,NaN,,3.4,AUST,WA,3.37,3.40,ML,3.37,REV_ML,REV_ML,NaN,NaN,3.48,3.48,ML2MW,"Brookton; WA"
1961-06-25 18:38:49,716417.777,local,0,117.2,-32.3,NaN,MGO,NaN,,NaN,,NaN,,2.5,MGO,WA,2.47,2.50,ML,2.47,REV_ML,REV_ML,NaN,NaN,2.83,2.83,ML2MW,"Brookton; WA"
1961-06-25 18:44:20,716417.7808,local,0,117.2,-32.3,NaN,MGO,NaN,,NaN,,NaN,,3.1,MGO,WA,3.07,3.10,ML,3.07,REV_ML,REV_ML,NaN,NaN,3.26,3.26,ML2MW,"Brookton; WA"
1961-06-25 19:26:12,716417.8099,local,0,117.2,-32.3,NaN,MGO,NaN,,NaN,,NaN,,2.7,MGO,WA,2.67,2.70,ML,2.67,REV_ML,REV_ML,NaN,NaN,2.97,2.97,ML2MW,"Brookton; WA"
1961-06-25 20:22:18,716417.8488,local,0,117.2,-32.3,NaN,MGO,NaN,,NaN,,NaN,,3,MGO,WA,2.97,3.00,ML,2.97,REV_ML,REV_ML,NaN,NaN,3.19,3.19,ML2MW,"Brookton; WA"
1961-06-25 20:56:49,716417.8728,local,0,117.2,-32.3,NaN,MGO,NaN,,NaN,,NaN,,2.9,MGO,WA,2.87,2.90,ML,2.87,REV_ML,REV_ML,NaN,NaN,3.11,3.11,ML2MW,"Brookton; WA"
1961-06-25 20:59:36,716417.8747,local,0,117.2,-32.3,NaN,MGO,NaN,,NaN,,NaN,,2.8,MGO,WA,2.77,2.80,ML,2.77,REV_ML,REV_ML,NaN,NaN,3.04,3.04,ML2MW,"Brookton; WA"
1961-06-25 21:59:50,716417.9166,local,0,117.2,-32.3,NaN,MGO,NaN,,NaN,,NaN,,2.5,MGO,WA,2.47,2.50,ML,2.47,REV_ML,REV_ML,NaN,NaN,2.83,2.83,ML2MW,"Brookton; WA"
1961-06-25 22:22:04,716417.932,local,0,117.2,-32.3,NaN,MGO,NaN,,NaN,,NaN,,3,MGO,WA,2.97,3.00,ML,2.97,REV_ML,REV_ML,NaN,NaN,3.19,3.19,ML2MW,"Brookton; WA"
