SRC_NAME,CODE,SRC_TYPE,SRC_WEIGHT,DEP_BEST,DEP_UPPER,DEP_LOWER,MIN_MAG,MIN_RMAG,MMAX_BEST,MMAX_LOWER,MMAX_UPPER,N0_BEST,N0_LOWER,N0_UPPER,BVAL_BEST,BVAL_LOWER,BVAL_UPPER,BVAL_FIX,BVAL_FIX_S,YCOMP,MCOMP,YMAX,TRT,DOMAIN,CAT_FILE
West Tasmania,WTA,area,1.0,10.0,5.0,15.0,4.5,4.0,7.5,7.3,7.7,3444.443,7152.356,1625.727,1.208,1.354,1.062,1.208,0.146,1990;1980;1965,3.0;3.5;4.0,2011,Non_cratonic,4,AUSTCAT_V0.12_hmtk_declustered.csv
Western Port,WNP,area,1.0,10.0,5.0,15.0,4.5,4.0,7.7,7.5,7.9,108.0213,94.77915,101.1107,0.835,0.943,0.727,0.835,0.108,2000;1990;1970;1963,3.0;3.5;5.0;6.0,2011,Extended,7,AUSTCAT_V0.12_hmtk_declustered.csv
Wimmera,WIM,area,1.0,10.0,5.0,15.0,4.5,4.0,7.5,7.3,7.7,497.4946,633.4140,352.1184,1.208,1.354,1.062,1.208,0.146,1990;1980;1965,3.0;3.5;4.0,2011,Non_cratonic,4,AUSTCAT_V0.12_hmtk_declustered.csv
Wiso Basin,WSO,area,1.0,5.0,2.5,10.0,4.5,4.0,7.5,7.3,7.7,200.3349,227.8666,171.5861,0.819,0.891,0.747,0.819,0.072,1985;1965;1940,3.5;4.2;6.4,2011,Cratonic,3,AUSTCAT_V0.12_hmtk_declustered.csv
Yilgarn,YIL,area,1.0,5.0,2.5,10.0,4.5,4.0,7.5,7.3,7.7,426.0772,543.1483,327.5798,0.819,0.891,0.747,0.819,0.072,1985;1965;1940,3.5;4.2;6.4,2011,Cratonic,3,AUSTCAT_V0.12_hmtk_declustered.csv
Young,YNG,area,1.0,10.0,5.0,15.0,4.5,4.0,7.5,7.3,7.7,5287.527,11793.49,2275.798,1.208,1.354,1.062,1.208,0.146,1990;1980;1965,3.0;3.5;4.0,2011,Non_cratonic,4,AUSTCAT_V0.12_hmtk_declustered.csv
Peterborough,PBG,area,1.0,10.0,5.0,15.0,4.5,4.0,7.5,7.3,7.7,5276.259,11753.99,2153.148,1.208,1.354,1.062,1.208,0.146,1990;1980;1965,3.0;3.5;4.0,2011,Non_cratonic,4,AUSTCAT_V0.12_hmtk_declustered.csv
Eromanga,EMG,area,1.0,10.0,5.0,15.0,4.5,4.0,7.5,7.3,7.7,673.2194,1030.872,418.5339,1.208,1.354,1.062,1.208,0.146,1990;1980;1965,3.0;3.5;4.0,2011,Non_cratonic,4,AUSTCAT_V0.12_hmtk_declustered.csv
Cooper,CPR,area,1.0,10.0,5.0,15.0,4.5,4.0,7.5,7.3,7.7,2083.194,3773.793,1094.721,1.208,1.354,1.062,1.208,0.146,1990;1980;1965,3.0;3.5;4.0,2011,Non_cratonic,4,AUSTCAT_V0.12_hmtk_declustered.csv
Mt Buffalo,MBF,area,1.0,10.0,5.0,15.0,4.5,4.0,7.5,7.3,7.7,479.6599,264.6546,496.3035,1.208,1.354,1.062,1.208,0.146,1990;1980;1965,3.0;3.5;4.0,2011,Non_cratonic,4,AUSTCAT_V0.12_hmtk_declustered.csv
Kalgoorlie,KAL,area,1.0,5.0,2.5,10.0,4.5,4.0,7.5,7.3,7.7,238.0782,280.3699,198.2489,0.819,0.891,0.747,0.819,0.072,1985;1965;1940,3.5;4.2;6.4,2011,Cratonic,3,AUSTCAT_V0.12_hmtk_declustered.csv
Yilgarn Extra,YGE,area,1.0,5.0,2.5,10.0,4.5,4.0,7.5,7.3,7.7,34.98738,11.45928,60.98532,0.819,0.891,0.747,0.819,0.072,1970;1965;1940,3.5;4.2;6.4,2011,Cratonic,3,AUSTCAT_V0.12_hmtk_declustered.csv
Eyre Peninsula,EYP,area,1.0,5.0,2.5,10.0,4.5,4.0,7.5,7.3,7.7,62.96664,40.15261,81.09582,0.819,0.891,0.747,0.819,0.072,1985;1965;1940,3.5;4.2;6.4,2011,Cratonic,3,AUSTCAT_V0.12_hmtk_declustered.csv
Flinders Ranges,FLR,area,1.0,5.0,2.5,10.0,4.5,4.0,7.5,7.3,7.7,321.9922,391.3538,258.0899,0.819,0.891,0.747,0.819,0.072,1985;1965;1940,3.5;4.2;6.4,2011,Cratonic,3,AUSTCAT_V0.12_hmtk_declustered.csv
Spencer Gulf,SPG,area,1.0,5.0,2.5,10.0,4.5,4.0,7.5,7.3,7.7,62.96664,40.15261,81.09582,0.819,0.891,0.747,0.819,0.072,1985;1965;1940,3.5;4.2;6.4,2011,Cratonic,3,AUSTCAT_V0.12_hmtk_declustered.csv
Stuart Shelf,STS,area,1.0,5.0,2.5,10.0,4.5,4.0,7.5,7.3,7.7,1e-30,-99.0,-99.0,0.819,-99.0,-99.0,0.819,0.072,1985;1965;1940,3.5;4.2;6.4,2011,Cratonic,3,AUSTCAT_V0.12_hmtk_declustered.csv
Whyalla,WHY,area,1.0,5.0,2.5,10.0,4.5,4.0,7.5,7.3,7.7,118.9432,119.6983,112.5159,0.819,0.891,0.747,0.819,0.072,1985;1965;1940,3.5;4.2;6.4,2011,Cratonic,3,AUSTCAT_V0.12_hmtk_declustered.csv
Gawler,GAW,area,1.0,5.0,2.5,10.0,4.5,4.0,7.5,7.3,7.7,38.01723,12.04554,68.50061,0.819,0.891,0.747,0.819,0.072,1985;1965;1940,3.5;4.2;6.4,2011,Cratonic,3,AUSTCAT_V0.12_hmtk_declustered.csv
Broken Hill,BKH,area,1.0,10.0,5.0,15.0,4.5,4.0,7.5,7.3,7.7,2774.998,5409.716,1395.899,1.208,1.354,1.062,1.208,0.146,1990;1980;1965,3.0;3.5;4.0,2011,Non_cratonic,4,AUSTCAT_V0.12_hmtk_declustered.csv
Yunta,YUN,area,1.0,10.0,5.0,15.0,4.5,4.0,7.5,7.3,7.7,177.1452,82.61818,216.8420,1.208,1.354,1.062,1.208,0.146,1990;1980;1965,3.0;3.5;4.0,2011,Non_cratonic,4,AUSTCAT_V0.12_hmtk_declustered.csv
Central New England,CNE,area,1.0,10.0,5.0,15.0,4.5,4.0,7.5,7.3,7.7,2877.959,5537.860,1440.784,1.208,1.354,1.062,1.208,0.146,1990;1980;1965,3.0;3.5;4.0,2011,Non_cratonic,4,AUSTCAT_V0.12_hmtk_declustered.csv
Northern New England,NNE,area,1.0,10.0,5.0,15.0,4.5,4.0,7.5,7.3,7.7,965.4016,1528.820,580.3393,1.208,1.354,1.062,1.208,0.146,1990;1980;1965,3.0;3.5;4.0,2011,Non_cratonic,4,AUSTCAT_V0.12_hmtk_declustered.csv
Gayndah,GDH,area,1.0,10.0,5.0,15.0,4.5,4.0,7.5,7.3,7.7,679.6605,990.0984,436.3601,1.208,1.354,1.062,1.208,0.146,1990;1980;1965,3.0;3.5;4.0,2011,Non_cratonic,4,AUSTCAT_V0.12_hmtk_declustered.csv
New England Coast,NEC,area,1.0,10.0,5.0,15.0,4.5,4.0,7.7,7.5,7.9,41.30070,30.44813,46.00927,0.835,0.943,0.727,0.835,0.108,2000;1990;1970;1963,3.0;3.5;5.0;6.0,2011,Extended,7,AUSTCAT_V0.12_hmtk_declustered.csv
Maryborough,MBG,area,1.0,10.0,5.0,15.0,4.5,4.0,7.7,7.5,7.9,123.9021,155.6811,94.99329,0.835,0.943,0.727,0.835,0.108,2000;1990;1970;1963,3.0;3.5;5.0;6.0,2011,Extended,7,AUSTCAT_V0.12_hmtk_declustered.csv
Seamound,SEA,area,1.0,10.0,5.0,15.0,4.5,4.0,7.7,7.5,7.9,83.07190,80.99412,76.78115,0.835,0.943,0.727,0.835,0.108,2000;1990;1970;1963,3.0;3.5;5.0;6.0,2011,Extended,7,AUSTCAT_V0.12_hmtk_declustered.csv
Mt Buller,MBL,area,1.0,10.0,5.0,15.0,4.5,4.0,7.5,7.3,7.7,867.7375,1181.646,574.2338,1.208,1.354,1.062,1.208,0.146,1990;1980;1965,3.0;3.5;4.0,2011,Non_cratonic,4,AUSTCAT_V0.12_hmtk_declustered.csv
Yea,YEA,area,1.0,10.0,5.0,15.0,4.5,4.0,7.5,7.3,7.7,1e-30,-99.0,-99.0,1.208,-99.0,-99.0,1.208,0.146,1990;1980;1965,3.0;3.5;4.0,2011,Non_cratonic,4,AUSTCAT_V0.12_hmtk_declustered.csv
Yarrawonga,YAR,area,1.0,10.0,5.0,15.0,4.5,4.0,7.5,7.3,7.7,354.2905,338.1137,304.8930,1.208,1.354,1.062,1.208,0.146,1990;1980;1965,3.0;3.5;4.0,2011,Non_cratonic,4,AUSTCAT_V0.12_hmtk_declustered.csv
Shepparton,SPT,area,1.0,10.0,5.0,15.0,4.5,4.0,7.5,7.3,7.7,408.0652,210.5114,451.5891,1.208,1.354,1.062,1.208,0.146,1990;1980;1965,3.0;3.5;4.0,2011,Non_cratonic,4,AUSTCAT_V0.12_hmtk_declustered.csv
Eildon,ELD,area,1.0,10.0,5.0,15.0,4.5,4.0,7.5,7.3,7.7,1536.542,2789.168,829.6089,1.208,1.354,1.062,1.208,0.146,1990;1980;1965,3.0;3.5;4.0,2011,Non_cratonic,4,AUSTCAT_V0.12_hmtk_declustered.csv
